lecture_file,source_folder,version,model_name,prompt_id,precision,recall,f1,claim_recall,context_precision,context_utilization,hallucination,faithfulness,version_label
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,granite3.2_2b,prompt11,27.3,46.9,28.9,35.5,50.0,33.3,13.9,31.9,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,granite3.2_2b,prompt11,27.3,46.9,28.9,35.5,50.0,33.3,13.9,31.9,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt14,36.2,49.9,38.5,35.5,50.0,31.9,10.8,34.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt14,36.2,49.9,38.5,35.5,50.0,31.9,10.8,34.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt13,36.6,54.7,39.7,35.5,50.0,34.3,11.4,32.5,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt13,36.6,54.7,39.7,35.5,50.0,34.3,11.4,32.5,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt4,33.8,49.6,37.0,35.5,50.0,32.3,14.1,30.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt4,33.8,49.6,37.0,35.5,50.0,32.3,14.1,30.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt3,34.7,52.3,38.0,35.5,50.0,34.0,12.3,33.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt3,34.7,52.3,38.0,35.5,50.0,34.0,12.3,33.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt2,36.0,51.5,37.7,35.5,50.0,32.5,10.0,34.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt2,36.0,51.5,37.7,35.5,50.0,32.5,10.0,34.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt5,39.5,52.2,42.2,35.2,50.0,33.0,10.3,33.8,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt5,39.5,52.2,42.2,35.2,50.0,33.0,10.3,33.8,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt12,39.4,52.4,41.3,35.5,50.0,34.2,7.4,35.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt12,39.4,52.4,41.3,35.5,50.0,34.2,7.4,35.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt15,36.6,58.2,41.4,35.5,50.0,35.8,10.7,33.0,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt15,36.6,58.2,41.4,35.5,50.0,35.8,10.7,33.0,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt10,38.2,50.5,40.0,35.5,50.0,29.9,10.8,31.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt10,38.2,50.5,40.0,35.5,50.0,29.9,10.8,31.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt9,40.8,48.9,39.5,35.5,50.0,30.1,9.4,34.6,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt9,40.8,48.9,39.5,35.5,50.0,30.1,9.4,34.6,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt7,36.9,52.2,40.1,35.5,50.0,31.6,10.1,35.4,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt7,36.9,52.2,40.1,35.5,50.0,31.6,10.1,35.4,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt6,37.6,55.8,41.9,35.5,50.0,33.4,9.7,35.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt6,37.6,55.8,41.9,35.5,50.0,33.4,9.7,35.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt1,36.8,52.2,40.7,35.5,50.0,33.1,10.4,35.7,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt1,36.8,52.2,40.7,35.5,50.0,33.1,10.4,35.7,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt8,39.1,51.5,40.7,35.5,50.0,32.5,10.7,34.2,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt8,39.1,51.5,40.7,35.5,50.0,32.5,10.7,34.2,v3_russian_v2
1_Классификаторы_KNN_и_наивный_байес.tex,analytics,version_3,mistral_7b,prompt11,37.2,47.8,36.3,35.5,50.0,29.3,10.5,35.3,v3_russian_v2
3. Инструменты обучения НС.tex,analytics,version_3,mistral_7b,prompt11,37.2,47.8,36.3,35.5,50.0,29.3,10.5,35.3,v3_russian_v2
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt14,44.2,65.5,50.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt13,37.5,67.4,45.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt4,47.6,68.3,53.5,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt3,38.0,63.1,45.2,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt2,50.3,71.4,57.5,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt5,47.6,63.6,51.5,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt12,48.3,64.5,51.3,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt15,51.7,70.7,58.2,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt10,42.1,67.7,49.4,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt9,52.8,67.8,57.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt7,40.9,61.6,46.8,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt6,41.9,64.1,48.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt1,49.6,70.1,55.3,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt8,39.5,65.1,45.9,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,gemma3_4b,prompt11,49.7,72.6,55.8,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt10,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,phi4-mini_3.8b,prompt11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt14,29.9,32.9,22.7,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt13,25.6,38.8,22.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt4,25.3,36.6,21.8,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt3,23.4,36.9,18.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt2,24.4,38.3,21.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt5,25.9,36.6,21.9,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt12,34.0,34.4,23.7,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt15,27.1,34.7,25.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt10,20.9,40.4,21.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt9,22.1,30.2,20.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt7,32.1,41.3,27.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt6,27.3,34.7,19.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt1,24.0,38.6,23.3,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt8,25.8,37.4,23.9,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,llama3.2_1b,prompt11,25.8,41.3,20.8,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,deepseek-r1_1.5b,prompt11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt14,8.7,16.1,1.2,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt13,11.6,10.6,3.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt4,8.4,16.1,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt3,20.1,13.2,4.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt2,6.7,18.9,3.9,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt5,10.7,18.9,4.5,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt12,20.7,16.3,11.3,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt15,8.8,10.6,1.5,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt10,7.3,18.1,6.9,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt9,14.9,13.9,2.2,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt7,13.1,16.4,1.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt6,17.2,12.2,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt1,17.5,18.6,6.7,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt8,5.8,20.6,4.1,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,granite3.2_2b,prompt11,17.6,10.6,2.7,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt14,55.4,72.3,60.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt13,57.6,62.5,56.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt4,64.8,73.0,65.3,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt3,50.0,64.6,51.8,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt2,55.0,69.2,58.3,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt5,70.1,70.1,66.2,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt12,59.3,66.8,59.0,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt15,66.5,75.5,68.3,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt10,64.8,71.1,63.2,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt9,65.9,65.0,62.2,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt7,52.0,59.4,50.7,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt6,57.2,70.5,59.9,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt1,61.5,68.8,60.6,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt8,55.2,71.9,58.7,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_1,mistral_7b,prompt11,46.0,71.0,51.8,0.0,0.0,0.0,0.0,0.0,v1_english
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt14,46.3,66.0,51.2,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt13,40.6,63.2,47.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt4,43.1,69.4,52.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt3,47.8,69.2,54.8,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt2,41.2,65.7,48.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt5,41.7,68.4,50.1,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt12,50.6,65.8,55.2,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt15,47.8,68.7,54.4,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt10,47.8,65.5,52.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt9,40.9,61.3,46.3,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt7,38.5,67.1,47.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt6,48.0,65.7,54.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt1,49.6,61.3,50.5,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt8,47.9,68.5,54.3,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,gemma3_4b,prompt11,46.1,63.1,50.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,phi4-mini_3.8b,prompt11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt14,24.0,37.9,20.3,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt13,24.2,33.0,17.7,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt4,27.4,35.2,21.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt3,23.3,27.7,17.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt2,29.9,27.2,22.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt5,31.7,36.6,23.9,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt12,25.2,28.3,21.2,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt15,13.7,35.4,14.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt10,15.8,23.8,11.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt9,28.6,41.2,31.2,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt7,21.4,34.3,19.2,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt6,35.3,35.2,25.1,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt1,36.0,30.1,27.8,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt8,26.2,37.7,22.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,llama3.2_1b,prompt11,27.4,29.7,24.7,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
5._Рекуррентные_НС.tex,2-file,version_2,deepseek-r1_1.5b,prompt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v2_russian
